,Embedded_text,dialect
721,"اللهم بلغنا رمضان ♡︎
3",W
722,"الكلاس متفق محد يحضر ولما قلتلهم انا بحضر شوي ويطلعوا لي من الفون !!
1
3",W
723,"Replying to 
@wiiox9
والهوى والحب في القلبين عاد",W
724,"اول مره حظي حلو نص الكلاس مداوم وانا ابسنت والمس م جات 
2",W
725,"Replying to 
@ix_ele
انت",W
726,"لأنَّكَ ساكنٌ في كُلِّ كُلِّي 
أراكَ خياليَ الأبهَى و ظلِّي
تجلَّى فيكَ طيفُ الأُنسِ لحنًا 
فَأوقَعنِي بموسيقَا التَّجلِّي !
و تجذبُني جمالًا يوسفيًا
فتأسرُ مُهجتي، قلبِي، وعقلِي 
أنا لَم أعتقِد بالأُنسِ يومًا
فماذا لو غدوتَ الأُنسَ قُل لِي ؟
10",W
727,"Replying to 
@Mii9099X
 and 
@rld002",W
728,"Replying to 
@rld002
وعليكم السلام ، لو يهمك كان عرفت
2",W
729,"كل يوم انش اكتشف اني منبوذه اكثر 
3",W
730,"الزكام مسوي خوي معي
3",W
731,"اتمنى هالتغير الي فيني يظل للابد
1
3",W
732,"وحيده فالكانتين ومحد حولي
3",W
733,"احيان الانسان يمر بضغوطات و ظروف فوق طاقته ي دوب يتحمل نفسه ف خلوه ف حاله 
1
5",W
734,"انا حاسس بضغط
2",W
735,"الحمدلله 
1",W
736,"Replying to 
@rld002
وربي 
1",W
737,"معاقبة نفسي ساعه ونص بدون واي فاي و اشتراك عشان اذاكر 
1
4",W
738,"وشلون برجع وارجع وقتي الماضي ؟
2",W
739,"Replying to 
@iitsahmed1
.",W
740,"اللهم صلي وسلم على سيدنا محمد
5",W
741,"Replying to 
@dhugry12
 and 
@iitsahmed1",W
742,"Replying to 
@r_3zc
1",W
743,"الله يرزقني 
4",W
744,"Replying to 
@Yazy70
لكزس Es",W
745,"Replying to 
@iitsahmed1
1
12",W
746,"Replying to 
@pvxws
صوت من ؟
1",W
747,"ترا بيني وبينك عتاب احباب لولا غلا 
حضرتك ولله م اعاتبها .
5",W
748,"بالاول ظلمتك م قريتك زين
5",W
749,"م بنسي وقفت صديقاتي معي امس 
4",W
750,"Replying to 
@rld002
م شي فايده اوفر غيابات حق رمضان بيكون فيه اختبارات 
1",W
751,"شرايكم تضيفوني ونتشارك الاجر ؟ 
_xrwvs
1
6",W
752,"Replying to 
@1SSm_m
٣٦",W
753,"لعلَّ رمضان يأتي مُبشرآ بزَوال بلائنا
6",W
754,"لا تتركوا الناس من غير اسباب واضحه لا احد يستحق ان ينام وهو يشعر بأنه لم يكن كافياً
4",W
755,"اللهم ارحم أسماء و عوّض شبابها وما فقدته في دُنياها بنعيم وقرة عين لا تنقطع ، اللهم عوضّها بأجمل مما كانت تتمناه في هذه الحياة ، اللهم اغفر لها واعفوا عنها واسكنها في فسيح جناتك يارب العالمين
2",W
756,"إنا لله وإنا إليه راجعون
صديقة اختي في ذمة الله ، ادعولها بالرحمة
2
3",W
757,"Replying to 
@1s_xa
خاص",W
758,"Replying to 
@zainab_11i
٢٠٢٠
1",W
759,"Replying to 
@N1ZIF
رايعه",W
760,"لعلها خيرة 
6",W
761,"Replying to 
@F__1s
تخيل بس",W
762,"Replying to 
@r_3zc
1",W
763,"ولله انه هاليوم ثقيل ع قلبي
1
2",W
764,"Replying to 
@__3llv
لا ولله ف البريمي درجة الحراره ١٤ 
1
1",W
765,"Replying to 
@rld002
فرحتوا خلصتوا ؟ يلا ناموا
1",W
766,"Replying to 
@_3tl1",W
767,"صداععععععععع
5",W
768,"Replying to 
@_3tl1
اول م شفتش منزله ف الواتس عبالي حقيقي تروعت !!
1
1",W
769,"وعاد البرد معتذراً
6",W
770,"انتظرتك عاماً كاملاً في دقيقتين
4",W
771,"ضغوطات الحياة من كل النواحي معرف كيف اتهرب منها
4",W
772,"اليوم الخريجين يستلموا لبس التخرج واحس حلو الشعور 
2",W
773,"<3
4",W
774,"Replying to 
@pvxws
عشان يعرفوا حقيقتش 
1",W
775,"Replying to 
@r0i_y
 and 
@pvxws
محتوى ع حسابها ",W
776,"تصبحون ع خير ي رفاق 
4",W
777,"Replying to 
@az4n1
شكرا ع النصيحه ",W
778,"مواسات اصدقائي ف القلب 
1
3",W
779,"كل شي الا الفراق
3
4",W
780,"اللهم ارحم مهند و عوّض شبابه وما فقده في دُنياه بنعيم وقرة عين لا تنقطع ، اللهم عوضّه بأجمل مما كان يتمناه في هذه الحياة ، اللهم اغفر له واعفو عنه واسكنه في فسيح جناتك يارب العالمين
1
1
2",W
781,"احلى من كلمة احبك 
1",W
782,"اللهُم ارزقني ما يحيي قلبي ، ويشرح صدري ويمحي حزني ، ويبكي عيني من شدة الفرح ، يارب ياكريم بشرني بما أنتظره منك وانت خير المبشرين
3",W
783,"اختي الي اصغر مني بخمس سنوات صارت اطول مني 
4",W
784,"بصراحة كدا انا مش عارفه اتخطي حاجه
5",W
785,"الواحد مايعرف هو اكتئاب ولا انفصام ولا انطفاء ولا انعدام شغف ولا تخلف ولا حالة نفسية ولا هذي شخصيتة
4",W
786,"يارب يصير شي يغير كل شي
1
4",W
787,"Replying to 
@thetamiiz",W
788,"إني عبد الله ولن يضيعني
5",W
789,مبارك عليكم ◝﮼النصف من شعبان,W
790,"احاول اقنع نفسي انه الي قاعده امر فيه سهل
4",W
791,"يارب ابعد عني م تراه شراً لي 
5",W
792,"Replying to 
@al__zo1
محشي",W
793,"16/3 
استمتعت اليوم و جداً 
4",W
794,"يارب تعدي ع خير 
2",W
795,"نص الكلاس انا و ابرار فاتحين طلبات و فجأة طلعتلي هالصوره بالصدفه !!! 
@abrar_19HH
1
2",W
796,"تصبحون على ما تتمنون
3",W
797,"احس باكر بيصير شي حلو 
1
5",W
798,"اليوم صارلي موقف يفشل اتمنى اتخطى 
6",W
799,"Replying to 
@pvxws
عشان م تغلطي مره قدامنا",W
800,احب الفقرة الي اتكلم فيها بيني وبين نفسي,W
801,"Replying to 
@__3llv
نعم انها",W
802,"من فعاليات اليوم 3>
6",W
803,"يوم متعب
3",W
804,"<3
1
11",W
805,"نروح المكتبه عشان نتثقف 
نروح عشان نصور 
2",W
806,"اللهم اجعل ديمة شفيعه لوالديها وطير من طيور الجنه
5",W
807,"Replying to 
@_x5iiix",W
808,"Replying to 
@pvxws
كريههه تستاهلي",W
809,"Replying to 
@ixx79_
مليون صح",W
810,"@wiiox9
1",W
811,"Replying to 
@rld002
قوله بليز ي شغفي ارجع و بيرجع
1",W
812,"Replying to 
@pvxws
حمار و ثور وما عنده شعور 
1",W
813,"جمعة مباركة
1
6",W
814,"Replying to 
@_3tl1
هي هي ",W
815,"Replying to 
@pvxws
عطيهههههههههه
1",W
816,"اتظاهر بإني معهم 
وانا مشغولة بك 
احاول ان اكون معهم 
لكن انت من تأخذني منهم .
1
4",W
817,"Replying to 
@abrar_19HH
طلع اشاعه وانا مصدقه 
1",W
818,"كلهم ف دبي و تركيا الا انا ف كلية البريمي
1
6",W
819,"بوجودكم 
𝙰𝙱𝚁𝙰𝚁 .
@abrar_19HH
 · May 9
اليوم كان وايد حلو
شكرا@pvxws @7hwary
4",W
820,"Replying to 
@abrar_19HH
 and 
@pvxws
يقلبيييي 
1",W
821,"حر البريمي مش طبيعي
2
9",W
822,"عندي ٤ اسايمنتات وكلها تتسلم ف يوم واحد 
1
4",W
823,"Replying to 
@__3llv
مثل الكلب ",W
824,"Replying to 
@A_20182
بروح السكن لاه 
1",W
825,"اتريا ثاني يوم العيد عشان عرسية عموتي 
2",W
826,"مساء ثاني ايام العيد ♡︎
4",W
827,"يارب يسرها
3",W
828,"Replying to 
@abrar_19HH
 @pvxws
 and 
@ixwvr_
حبيبي 
1",W
829,"وقت الغيبوبه
3",W
830,"ترا العيد للمسلمين لا تشغلونا بقبايلكم وعاد عيدكم ي الفوارس
1",W
831,"كل عام وانتو بخير وعساكم من عواده 
1",W
832,"كلهم وصلتهم هدية العيد الا انا 
1
4",W
833,"باقي ساعات وتضيع علومي 
2",W
834,"م ينرفزني غير الي امدحه ويقول تجامل
2",W
835,"محد يقدر يوصل لكشخة الاخت الوسطى بالعيد و نقطة
3",W
836,"Replying to 
@its_m0o",W
837,"Replying to 
@Best70057788
الشر م يجيك ي رب 
1",W
838,"صايره ازور العيادات اكثر من اهلي 
4",W
839,"الصداععع مشش طبيعي ولله !
2
6",W
840,"Replying to 
@pnl5l
هذا العيد بيكون حلو وايد
1",W
841,"انا نفسي العيد الجاي ده ميخلصش علشان انا مش مستعد اقابل الي مستنيني بعد العيد
1
1",W
842,"اللهم انك عفو تحب العفو فاعفوا عنا 
اللهم انك عفو تحب العفو فاعفوا عنا
اللهم انك عفو تحب العفو فاعفوا عنا
4",W
843,"انا وقليل من الصالحات م اشترينا روج كيكو ولا احد هدانا اياه !
1
5",W
844,"سمع الله لمن حمده
2",W
845,1,W
846,"Replying to 
@r0i_y
الله يرحمه و يغفرله ي رب",W
847,"Replying to 
@5ccl_
عيدي بيكون احلى شي",W
848,"Replying to 
@_MR35",W
849,"Replying to 
@2ib___
.",W
850,"اللهم اجعل ميار بنت يحيى شفيعة لوالديها واجمعهم بها في جنتكم ، واجعلها اللهم طيرا من طيور جنتك عابرة بوالديها الى الجنة
1
4",W
851,"اللهم إنك عفو كريم تحب العفو فاعف عنا
1",W
852,"الرسايل الي تجبر الخاطر ونقطة 
4",W
853,"Replying to 
@j2eji
انت قدها ",W
854,"تاء ، عين ، باء ، الف ، نون ، هاء
1
2",W
855,"يا حلو شعور الامنيات لما تتحقق ، اللهم امنياتنا 
4",W
856,"Replying to 
@r0i_y
مدريي شوضعهم ",W
857,"Replying to 
@itsath7rr
الحمدلله ، ربي يرحمها ويغفرلها ي رب",W
858,"Replying to 
@ixvro_
الله يوفقش 
1
1",W
859,"جمع الله بيننا وبين ما نتمنى
1
5",W
860,"Replying to 
@thetamiiz
حقيقي ",W
861,"خلصت المدات 
1
1
8",W
862,"Replying to 
@rld002
عكيفك
1",W
863,"Replying to 
@r0i_y
امين عيوني ",W
864,"Replying to 
@thetamiiz
عسى ",W
865,"صايمه و سهرانه و عندي اختبار و متحمله لاهوب البريمي !! عسى بعد هالعذاب ندخل الجنه 
2
8",W
866,"اكلم عقلي :
النوم يتعوض بس الدرجات م تتعوض 
5",W
867,"تصبحون على ما تتمنون 
1",W
868,"يارب اعوض ف اخر اختبار مد 
3",W
869,"Replying to 
@_3tl1
الله يوفقش ",W
870,"Replying to 
@ixvro_
 and 
@pb_0o
الله 
1",W
871,"Replying to 
@r0i_y
 and 
@pvxws",W
872,"النتايج قربت واحسس ام الركب يتني 
4",W
873,"يتعافى المرء اذا خليتوه ف حاله
1",W
874,"آما زلنا على البال أم زُلنا ؟
1",W
875,"كويس 
ان
افكارنا
ما 
لها
صوت
1
6",W
876,"يا الضحكه الي اصيرلها فدا واروح ♡︎
2",W
877,"اللهم صلي وسلم على سيدنا محمد
5",W
878,"قلوب لاصدقاء السناب 
8",W
879,"اليوم عرس صديقتي والشعور 
3",W
880,"Replying to 
@wiiox9
ودروها جاتها الحاله",W
881,"Replying to 
@0sszz
نادر
1",W
882,"رغم اني الوسطانية بس اكثر وحدة م ينرفض لها طلب 
2",W
883,"يارب ♡︎
المُصْحَف
@AlMosahf
 · Jun 8
{قَدْ جَعَلَهَا رَبِّي حَقًّا}
1",W
884,"Replying to 
@Mo7aned0
لما يفلس
1",W
885,"Replying to 
@thetamiiz
يارب",W
886,"نداء إلى حظي ""ولك كظومي قوم""
1
10",W
887,"يــا أجمـل مـن زاد مـن عمـره سنـة
كل عام وانتي للعمر أجمل سنينه ♡︎ 
@pvxws
8",W
888,"Replying to 
@__3llv
 and 
@wiiox9
1",W
889,"Replying to 
@wiiox9
احسن معلمة فالمجرة م ينلام الي يحبها 
1",W
890,"شوق كبير لاستاذة صدّيقة 
3",W
891,"طبيعي من قرأت تذكرت استاذة صدّيقة 
؟
2
2",W
892,"ماينس 5 وتكبر عيوني  
@pvxws
3",W
893,"إن غبتَ عن قَلبي فَيا ضَيعتي 
من أينَ للصدرِ بِقلبٍ بديل ♡︎
4",W
894,"Replying to 
@wiiox9
يليت جالسه تحش ",W
895,"ليه لا وأنتي بحسنك في 
ذوات الحسن آيه ♡︎
4",W
896,"الي باعنا خسر دلعنا 
1
6",W
897,"يا سكر العمر ، يا أجمل اشيائي ♡︎
3
16",W
898,"Replying to 
@_3tl1",W
899,"احب ابرار 
1
3",W
900,م ادري هي فترة وتعدي ولا حياتي كذا,W
901,"Replying to 
@llxu6ii
كلية البريمي الجامعية الموقرة ",W
902,"الحمدلله 
4",W
903,"شجييييييتههههههه ان شاء الله A 
2",W
904,"شفيك متوتر ؟ لا م في شي م في شي
8",W
905,"صباح اخر فاينل 
3",W
906,"إني ضائع لا تتركني يا الله ♡︎
6",W
907,"رغم محبتي له ادرت ظهري وقلت :
فلتحترق انت ويبقى قلبي
 اخترت نفسي والنفوس عزيزة ♡︎
1
6",W
908,"اللهم اشفني ان شكيت الماً وخفف عني ان بكيت وجعاً .
1
4",W
909,"Replying to 
@xkc71
 and 
@h071_",W
910,3,W
911,"Replying to 
@wiiox9",W
912,"Replying to 
@pvxws
كنش مال #خيانه #دمار 
1",W
913,"بيع أللي باعك بالهوى ، وأشرب شاي.
3",W
914,"Replying to 
@r0i_y",W
915,"Replying to 
@its_m0o
وانتي 
1",W
916,"اكثر شي يقهر لما اهلي يقارنوني بشخص وانا عارفه كل بلاويه
1
9",W
917,"﴿ قَدْ جَعَلَهَا رَبِّي حَقًّا ﴾ يا رب هالشعُور
8",W
918,"ولله انك منت حي الله صديق 
انت ضلع من ضلوع صدري
6",W
919,"أُغازلها وأسرفُ في هواها
كأن الله لم يخلُق سِواها 

ولو عيني رأت وجهاً جميلاً
فإني دونما وعي أراها !
3",W
920,"اذا زعلت اقول كل شي الا الشي الي مزعلني
2
4",W
921,"واخيرا صحار 
1
4",W
922,"قطع العلاقات صار اسهل من شرب الماي
12",W
923,"اقصى طموحاتي يصيرلي بارض
7",W
924,"الواحد يندم انه يمزح 
6",W
925,"يارب اتخطى فويس امي و هي تنازعني ع نفس الموضوع من شهرين
1",W
926,"Replying to 
@pvxws
م عاش من يزعلك ",W
927,"يارب إلهمني الصبر على قضائك
5",W
928,"اللهُم أرحني بعد التعب، وأسعدني بعد الحزن، وكافئني بعد الصبر، اللهُم إني أعيذُ قلبي من وحشة الدنيا وكدرها، اللهُم أزح من قلبي كل خوف يسكنني، وكل ضعف يكسرني، وكل أمر يبكيني، قوّني يا الله، ويسر أمري، وافتح لي أبواب الخير يارب.
2",W
929,"اسلوب المستر كيف يجنن 
4",W
930,"يارب يسر ولا تعسر 
4",W
931,"Replying to 
@rld002
ولله لو انها تدرسني ملكه جمال الدنيا ولا اطيب وحده فالدنيا م بحب هالماده
1
1",W
932,"يارب صديق اذا دعا قال يارب وصديقي معي
3",W
933,"ادعولي انجح ف مادة program عشان م ادرس صيفي
1
2",W
934,"Replying to 
@__3llv
نزقه
1",W
935,"Replying to 
@pvxws
معش معش",W
936,"Replying to 
@mm_r57
الحوراء
2",W
937,"Replying to 
@tuqax3
جدا ",W
938,"الصداع الي م وقته 
4",W
939,"احب الشخص الي يعاملني وكاني الحاجة الوحيدة الي فازها بالدنيا 
4",W
940,"Replying to 
@pvxws
تقصديني ",W
941,"Replying to 
@pvxws
وش يعني اعترفي",W
942,"Replying to 
@abrar_19HH
كفك ",W
943,"اليوم عاطيه نفسي بريك عن المذاكره وعن كل شي 
1
3",W
944,"اللهم يا جابر الخواطر اجعل لخاطري من عوضك نصيب
2",W
945,"بكل ثقة اقول انا استاهل الي يرش 
الورد على ايامي ويطمن قلبي كل يوم ♡︎
5",W
946,"واحب صوتك هذاك الي دوا الجروح ♡︎
3",W
947,"يارب باقي الاختبارات تكون سهلة جدا 
2",W
948,"شقني الاختبار 
4",W
949,"Replying to 
@thetamiiz
منوره انا 
1",W
950,"يارب ان دراستي تأخذ حيزاً كبيراً من تفكيري ، اللهم وفقني وسهل علي ما استصعبته.
3",W
951,"وبِك رقّةٍ تدعي نعومتها الأزهـار
إن مرّها ظلك .. عليكِ يتنبّـه
5",W
952,"اذاكر منا ويتبخر منا 
4",W
953,"Replying to 
@_3tl1
الله عليج ",W
954,"Replying to 
@thetamiiz
جدا ",W
955,"انتِ وصلت فين فى المذاكرة ؟
انا لسه ف الفهرس يا فخري
5",W
956,"Replying to 
@m1y_2",W
957,"Replying to 
@abrar_19HH",W
958,"Replying to 
@rld002
1",W
959,"Replying to 
@_7as77
1",W
960,"Replying to 
@abrar_19HH
بفلوس",W
961,"Replying to 
@_7as77
1
1",W
962,"Replying to 
@6lrc_
هديه",W
963,"Replying to 
@rld002
نوري ساطع 
1
1",W
964,"يارب شعور الاجابة لي ولكم ♡︎
المُصْحَف
@AlMosahf
 · May 27
﴿فَاسْتَجَابَ لَكُمْ﴾
1",W
965,"يارب اختبار program يجي سهل
8",W
966,"لا شفت وجه القمر وجهك تهيألي ♡︎
1
4",W
967,"اليوم جئت لأعترف 
أني بدونك تائه متبعثر

تجري الدموع بمقتلي 
ونبض قلبي يرتجف
3",W
968,"البدرُِ يكملُ كلَ شهرٍ مرةً 
وهِلال وَجهك كل يوماً كامل
3",W
969,"Replying to 
@pvxws
صديقة السوء ",W
970,"Replying to 
@pvxws
ضيعيني",W
971,"مسايره الايام وساكته
5",W
972,"Replying to 
@Ryumh9
@pvxws
1",W
973,"Replying to 
@pvxws
انا لما اجي اذاكر :",W
974,"تشبهين بنت اختج 
اجمل جملة انقالت لي بالحياة ♡︎
5",W
975,"you made me happy ♡︎
𝑭𝑨𝑻𝑴𝑨
@thetamiiz
 · May 26
Replying to @im7dd_
@7hwary
3",W
976,"Replying to 
@thetamiiz
 and 
@im7dd_
يقلبيييي 
1",W
977,"Replying to 
@pvxws
تعبتي من الراحة حبيبتي ؟
1",W
978,"Replying to 
@_9liinv
مارس ♡︎",W
979,"Replying to 
@M8vmd
صالحة
1",W
980,"Replying to 
@Azeez7rb
@vcexxv
 ",W
981,"Replying to 
@qi_i22
ام ثلج",W
982,"Replying to 
@abh_alajmi3
٢٠٢٠
1",W
983,"Replying to 
@vstk2_
الاثنين",W
984,"Replying to 
@its_m0o
1",W
985,"ان قلت فيكَ شعراً قال دفتره ُ
ما نلتُ فالشِعر نصف حسناهُ
7",W
986,"حطم ما شئت الا قلبي انتبه !
انت .. به
6",W
987,"كُنت الحبيب وغَديت اليوم كُل دنياي
2
8",W
988,"يا حبيبي لو ظروف الوقت ما تجمعنا 
لا يجي في بالك انك ما تجي في بالي
1
7",W
989,"ولا حبيباً مثل أبي ولو بحثتُ دهراً
6",W
990,"م في شغف بس مستمرين لان لازم نستمر
6",W
991,"Replying to 
@thetamiiz",W
992,"يارب انا وابرار باكر نجيب فل مارك 
@abrar_19HH
1
4",W
993,"اليوم حسيت بالحر من دخل الصيف
4",W
994,"قلت بروح اذاكر برع اغير نفسيتي نسيت اني ف البريمي 
1
8",W
995,"شيماء طول الطريق جالسه تقنع ابوها ان اغنية عبدالمجيد اغنية وطنية !!
1
5",W
996,"Replying to 
@m1y_2
معاج بس اقل شي تحبي تخصصج 
1",W
997,"محتاجة كلام يحفزني 
2
7",W
998,"مب شرط الحزين يحب يمكن يدرس برمجه
1
2
15",W
999,"اتمنى الخمول و الصداع يشوفله حد غيري
3",W
1000,"1
1
8",W
1001,"الحمدُلله على ما أصابَنا ، الحمدُلله في المَنع والعطاء ، الحمدُلله أنّها دُنيا إلى زوال وأنّ مُصائبنا فيها وليسَ في ديننا الحمدُلله الّذي جَعلَ أجر الصّبر على البلاء بغير حِساب.
#اللجنة_العليا
6",W
1002,"Replying to 
@pvxws
تقليد",W
1003,"Replying to 
@pvxws
هييي 
1",W
1004,"Replying to 
@rld002
1",W
1005,"الخفقاان هدي هدي
1",W
1006,"♡︎
2
14",W
1007,"Replying to 
@pvxws",W
1008,"Replying to 
@ielllk",W
1009,"مستحيل اقول سالفه وما اقول تخيل 
2
6",W
1010,"يحدث الان : اطالع الكتاب ويطالعني
6",W
1011,"Replying to 
@thetamiiz
بالضبط ",W
1012,"Replying to 
@_3tl1
يععع شوضعهه ",W
1013,"Replying to 
@its_m0o
مقابلتنش سنه م تغيرت
1",W
1014,"كيف الواحد يغير نفسيته ؟
2
5",W
1015,"Replying to 
@pvxws
انا اكل وبعده الخفقان مسوي خوي
1",W
1016,"Replying to 
@we7lly
١٨٠ تقريبا
2",W
1017,"اعوذ بالله من الدوخة والخفقان الي تجي فنفس الوقت
1
4",W
1018,"محد مسوي خوي معي غير الدوخة
4",W
1019,"Replying to 
@vcexxv
يويليي ",W
1020,"وقُل للقلب سوفَ تذوقُ خيرًا
فحُلمك هيّنٌ والله قادر
1
5",W
1021,"فخورة جداً بصديقتي  
@its_m0o
10",W
1022,"نعيد اللقاء ونخلي العذر شَاي ؟
1
6",W
1023,"Replying to 
@pvxws
حسيت ",W
1024,"Replying to 
@_3tl1",W
1025,"تصبحون ع خير 
6",W
1026,"تاريخ ٦/٦ بعلن حبي للحياة 
4",W
1027,"Replying to 
@rld002
صح
1",W
1028,"Replying to 
@8__8ma",W
1029,"Replying to 
@rld002
انا اذا صرت مس :
1
1",W
1030,"مخليه المنهج يعتمد ع نفسه
1
9",W
1031,"Replying to 
@il7iix2
ضفتج",W
1032,"وماذا عن قلب تمنى ما ليس له ؟
6",W
1033,"Replying to 
@ThmilSon2
صبر صبر الله لا قال ارسب 
1
1",W
1034,"Replying to 
@ThmilSon2
غياباتي م وايد 
1
1",W
1035,"Replying to 
@0sszz
انت غير مشهورنا + ما شاء الله",W
1036,"متضايقة ووصلني ريلز خلاني ابتسم من قلبي !!
3",W
1037,"Replying to 
@cr7i4i
ليش
1
1",W
1038,"عشر مستغفرين ؟
4
13",W
1039,"Replying to 
@cr7i4i
1
1",W
1040,"Replying to 
@rld002
كفو",W
1041,"Replying to 
@pvxws
خلاص بداوم مثل الكلب",W
1042,"Replying to 
@pvxws
شيماءءءءءء وس",W
1043,"رحمة الله تغشاهم
4",W
1044,"اللهم في يوم الجمعة أنزل على قبر منار
ضياءً يؤنس وحشتها وينور مضجعها ووسع 
قبرها واجعل قبرها روضةً من رياض الجنةِ 
وارحمها برحمتك يا ارحم الراحمين ♡︎
9",W
1045,"اللهُم صل وسلم على نبينا محُمد ، صلاة تغفر بها ذنوبنا وتفرج بها همومنا وتطِهر بها قلوبنا وتُستجاب بها دعواتِنا
6",W
1046,"وأرَاك في كُلِّ البِقاعِ كأنما
لا جُرمَ في فَلكي يَدورُ سِواكَ
7",W
1047,"ادعوا لمنار بالرحمة 
4
8",W
1048,"Replying to 
@MO____D7
للاسف انا عايشه ف الباطنه واشوف الباطنه ارحم
1",W
1049,"اللهم امين
1",W
1050,"رديت روحي
12",W
1051,"Replying to 
@iamnnouf
تقليدي وللحين م طايقين بعض
1
2",W
1052,"Replying to 
@shaiimaz
حقيقيي يعع
1",W
1053,"Replying to 
@rld002
خل",W
1054,"عسسّى ربي يثبتني إذا قابلت ضحكاتك
17",W
1055,"شالسالفة اليوم كل البنات لابسات ازرق 
13",W
1056,"توني فضيت اصور كشخة اليوم
11",W
1057,"Replying to 
@shaiimaz
لانش سيم سيم عروسهه
1
1",W
1058,"اشتقت صديقات الكليه
11",W
1059,"Replying to 
@rld002
هههههههههههههههههههههههههههههههههههههههههههههههههههه بدينا بالاستعباط
1",W
1060,"Replying to 
@x44_
فكره",W
1061,"م ياني نوم وما ابا اواصل
2
12",W
1062,"لقياك عندي يوم عيد ♡︎
21",W
1063,"Replying to 
@r_3zc
وانت بخير ",W
1064,"Replying to 
@rld002
حمدلله والشكر
1",W
1065,"ازدادت عائلتنا قطعة سكر 
7",W
1066,"يا بخت الي يشوفك مع كشخة العيد ♡︎
14",W
1067,"Replying to 
@rld002",W
1068,"Replying to 
@1_waaleed
ثنتين",W
1069,"امس في واحد يمشي رونسيد كان بيدعمني لو م طلعت برا الشارع بس الله ستر 
1
9",W
1070,"يا ليلة العيد انستينا ♡︎
8",W
1071,"مانسيت اضمك بدعائي 
حتى لو انك بعيد عني
8",W
1072,"ما نسيتك بالدعاء والدنيا جفاف 
شلون بنساك والدنيا مطر
5",W
1073,"ياعيد عمري جعل عِيدك مبارك ♡︎
5",W
1074,"عيدكم مبارك و كل عام و أنتم بخير ♡︎
1
5",W
1075,"Replying to 
@queen_nxi9
من الصاله
1",W
1076,"Replying to 
@s778sas
لا بمرق
1",W
1077,"ما نقشت الحنا الا لخاطر عيونه ♡︎
9",W
1078,"Replying to 
@llllx_
استغفر الله",W
1079,"Replying to 
@r0i_y
الله يخليهم لج 
1
1",W
1080,"اغفر لي ولاصدقائي يا الله لننعم بالجنة سوياً
1
6",W
1081,"Replying to 
@R__U23
+2 ",W
1082,"Replying to 
@rld002
منا ومنكم
1",W
1083,"Replying to 
@R__U23
بس م قبل ريحة المحشي 
1",W
1084,"تقبل الله صيامكم 
4",W
1085,1,W
1086,"اللَّهـم في يوم عرفه أروي أعيُنَنا بفرح الحياة وغيث السعـادة واجـعل لنا من خيرك أوفر الحـظ و النصيب ♡︎
3",W
1087,"Replying to 
@thetamiiz
1",W
1088,"Replying to 
@abrar_19HH
اللهم امين يارب العالمين
1",W
1089,"طاح المطر وانا نايمه 
1
8",W
1090,"لو نغزات القلب تخليني ف حالي اموري تمام
2",W
1091,"Replying to 
@_27aw
يوتيوب",W
1092,"Replying to 
@__2yix
1",W
1093,"طبيعي الشوق مليون ل الكليه !!
3",W
1094,"Replying to 
@abrar_19HH
مبروك عقبال الدرجات الحلوه ",W
1095,"واخيرا تصلح الانستا معي
3",W
1096,"Replying to 
@_2yc16
طيب شغال معي بس م شي فايده ",W
1097,"ليش كلهم تصلح معاهم دايركت الانستا وانا لا
4
8",W
1098,"احسد اللي مو معلق عندهم دايركت الانستا
2
7",W
1099,"فيني غيبوبة العيد 
1
7",W
1100,"الله يعطي من يشاء اذا شكر 
7",W
1101,"وتحققوا احلامي 
♡︎
@7xrvs
 · Jul 6
يارب نصحى ع صوت المطر 
3",W
1102,"محلى اللقاء وياك  
@abrar_19HH
1
3",W
1103,"مطر 
5",W
1104,"Replying to 
@_h__l
ليش انا اقول لك اني امزح معك",W
1105,"الحمدلله 
3",W
1106,"متأمله خير 
2",W
1107,"Replying to 
@re33eo",W
1108,"Replying to 
@swx_29_
للاسف",W
1109,"يارب نصحى ع صوت المطر 
2
1
8",W
1110,"الي م يتعدل يتبدل 
2",W
1111,"لازم انش الساعه ٧ وانا للحين م ياني نوم 
4",W
1112,"الي م يتعدل يتبدل طرشو حق الانستا 
1
7",W
1113,"ادعولي يصير الشي الي اباه 
1
4",W
1114,"صارلي ساعه ونص اصارع النوم 
4",W
1115,"Replying to 
@itzw9al
كأني انا
1
1",W
1116,"Replying to 
@pvxws
يارب",W
1117,"كبروا ليبلغ تكبيركم عنان السماء ♡︎
5",W
1118,"يا رب يجي اليوم اللي نكتب فيه 
""والله صبرنا وَ نلنا"" ♡︎
6",W
1119,"الناس المصلحه كثرانين ف حياتي
7",W
1120,"الحمدلله 
4",W
1121,"ان شاء الله في أمل ♡︎
7",W
1122,"Replying to 
@__3llv
كفووو",W
1123,"الله ياخذ الانستا
2
7",W
1124,"حسبي الله ونعم الوكيل 
7",W
1125,"Replying to 
@abrar_19HH
هذا بدل م تواسيني ياللي كنت اظنك صاحبي ستر وغطا 
1
1",W
1126,"م بتخطى مره ثانيه 
1
5",W
1127,"Replying to 
@abrar_19HH
1",W
1128,"لعل عيدك يصبح عيدين ولعلك تبكي فرحاً قائلاً ها قد جعلها ربي حقاً ♡︎
4",W
1129,"Replying to 
@_3tl1
 and 
@l_ttry78
حبيبي ",W
